,,3/31/2025,4/6/2025,3/31/2025,4/6/2025,4/6/2025,4/6/2025,4/6/2025,3/31/2025,4/6/2025
Basin,Elevation Band,%3/31 Avg.,%4/6 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Bear,"5,000-6,000'",66,87,0.7,0.5,5.6,"29,175","1,147",NA,NA
,"6,000-7,000'",91,126,2.9,3.3,29.5,"425,503","2,440",6.4 ( 3 ),6.6 ( 3 )
,"7,000-8,000'",89,127,6.7,8.7,67.1,"833,207","1,791",15.5 ( 6 ),16.4 ( 6 )
,"8,000-9,000'",107,102,15.2,16,94,"500,196",585,22.6 ( 7 ),23.9 ( 7 )
,"9,000-10,000'",101,99,16.7,17.9,95,"135,806",142,11.7 ( 2 ),13.5 ( 2 )
,"10,000-11,000'",101,96,19.5,19.8,96.7,"63,380",60,NA,NA
,"11,000-12,000'",100,91,20.5,20.3,95.6,"17,026",16,NA,NA
,"12,000-13,000'",93,96,18.7,20.7,97.6,852,1,NA,NA
2. Beaver,"6,000-7,000'",26,33,0,0,2.1,"1,121",481,NA,NA
,"7,000-8,000'",30,72,0.2,0.9,16.9,"9,131",181,NA,NA
,"8,000-9,000'",54,92,2,4,48.9,"16,618",77,9.8 ( 1 ),10.3 ( 1 )
,"9,000-10,000'",83,87,7.3,8.1,77.1,"28,208",66,NA,NA
,"10,000-11,000'",91,80,11.8,11.7,87.3,"15,850",25,14.8 ( 1 ),15.7 ( 1 )
,"11,000-12,000'",102,84,16.9,15.2,95.1,"3,845",5,NA,NA
3. Blue,"7,000-8,000'",18,60,0.2,0.5,8.3,874,32,NA,NA
,"8,000-9,000'",65,125,3.1,5.6,63.5,"29,600",99,NA,NA
,"9,000-10,000'",87,108,7,9.1,82.9,"69,800",143,10.4 ( 1 ),11.6 ( 1 )
,"10,000-11,000'",86,100,8.7,10.8,72.2,"90,396",158,18.2 ( 2 ),19.0 ( 2 )
,"11,000-12,000'",89,95,14.1,15.6,84.6,"137,711",165,18.2 ( 2 ),19.2 ( 2 )
,"12,000-13,000'",89,95,16.4,17.9,95.5,"62,336",65,NA,NA
,">13,000'",83,93,16,18.3,98.8,"5,750",6,NA,NA
4. Canadian,"8,000-9,000'",1,4,0,0,0.3,296,735,NA,NA
,"9,000-10,000'",9,27,0.2,0.4,9.6,"8,094",365,0.0 ( 1 ),0.4 ( 1 )
,"10,000-11,000'",23,43,1,1.8,30.2,"12,650",132,0.1 ( 1 ),1.4 ( 1 )
,"11,000-12,000'",37,56,3.4,5,60,"8,032",30,NA,NA
,"12,000-13,000'",43,74,6,9.7,94.5,"1,294",3,NA,NA
5. Colorado Headwaters,"5,000-6,000'",NA,NA,0,0,0,0,1,NA,NA
,"6,000-7,000'",29,34,0.1,0,0.5,191,84,NA,NA
,"7,000-8,000'",34,106,0.4,0.9,12.9,"20,803",430,NA,NA
,"8,000-9,000'",79,119,4.7,6,60,"269,797",836,8.3 ( 2 ),9.0 ( 2 )
,"9,000-10,000'",92,108,9.4,10.7,82.8,"466,473",819,10.9 ( 4 ),11.7 ( 4 )
,"10,000-11,000'",96,96,13.6,13.7,82,"340,085",464,19.4 ( 5 ),20.5 ( 5 )
,"11,000-12,000'",101,94,17.6,17,89.1,"188,613",209,21.2 ( 2 ),22.2 ( 2 )
,">12,000'",94,97,15.4,17.8,96.2,"28,477",30,NA,NA
6. Colorado Headwaters-Plateau,"7,000-8,000'",34,78,0.5,0.8,9.8,"28,902",693,NA,NA
,"8,000-9,000'",57,99,3.1,4.4,41.4,"149,620",644,NA,NA
,"9,000-10,000'",80,96,9.3,11.2,75.8,"166,088",277,NA,NA
,"10,000-11,000'",91,92,13.7,13.7,78.7,"133,740",182,12.5 ( 1 ),13.5 ( 1 )
,"11,000-12,000'",117,96,25.6,21.4,99.5,"5,846",5,NA,NA
7. Eagle,"7,000-8,000'",47,67,0.6,0.9,10.1,"7,082",155,NA,NA
,"8,000-9,000'",75,107,4.2,5.2,47.8,"49,877",181,10.2 ( 1 ),11.5 ( 1 )
,"9,000-10,000'",80,100,7.5,9.4,70.7,"100,200",199,11.9 ( 1 ),13.7 ( 1 )
,"10,000-11,000'",77,86,9,10.3,63.6,"120,052",219,14.7 ( 1 ),16.0 ( 1 )
,"11,000-12,000'",91,88,16.2,15.4,79.8,"108,836",133,NA,NA
,"12,000-13,000'",97,92,20.1,18.7,95,"32,114",32,NA,NA
,"13,000-14,000'",95,93,17.6,18.4,97.1,"1,987",2,NA,NA
8. Gila,"6,000-7,000'",0,0,0,0,0,0,"1,913",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,"2,100",NA,NA
,"8,000-9,000'",0,1,0,0,0,49,793,0.0 ( 5 ),0.0 ( 5 )
,"9,000-10,000'",1,7,0,0,1.1,208,109,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",2,12,0.1,0.2,5.3,108,10,NA,NA
9. Gunnison,"7,000-8,000'",36,128,0.3,0.9,14.3,"48,168","1,020",NA,NA
,"8,000-9,000'",50,119,2,4.6,58.4,"416,363","1,710",9.2 ( 1 ),10.9 ( 1 )
,"9,000-10,000'",63,98,4.5,7.5,72.9,"618,702","1,555",10.2 ( 4 ),10.6 ( 4 )
,"10,000-11,000'",71,89,6.7,9.1,71.3,"595,946","1,223",13.6 ( 3 ),15.1 ( 3 )
,"11,000-12,000'",82,91,11.5,13.6,83.3,"465,601",642,10.4 ( 3 ),11.5 ( 3 )
,"12,000-13,000'",85,94,15.9,17.7,96.3,"250,867",266,NA,NA
,"13,000-14,000'",79,92,14.2,17.2,97.3,"16,443",18,NA,NA
10. Little Colorado,"6,000-7,000'",1,>200†,0,0,0.1,596,"9,987",NA,NA
,"7,000-8,000'",1,89,0,0,1.6,"10,889","5,627",0.1 ( 2 ),0.4 ( 2 )
,"8,000-9,000'",3,56,0,0.2,5,"6,572",600,3.2 ( 1 ),3.1 ( 1 )
,"9,000-10,000'",3,34,0.1,0.8,25.8,"6,075",147,6.4 ( 2 ),6.6 ( 2 )
,"10,000-11,000'",22,39,1.2,2.4,35.8,"2,067",16,NA,NA
,">11,000'",42,56,4.3,6.3,69.7,"1,298",4,NA,NA
