,,3/31/2025,4/6/2025,3/31/2025,4/6/2025,4/6/2025,4/6/2025,4/6/2025,3/31/2025,4/6/2025
11. Lower Colorado Mainstream,"5,000-6,000'",10,35,0,0,0,32,"5,722",NA,NA
,"6,000-7,000'",6,24,0,0,0.4,"1,003","3,476",NA,NA
,"7,000-8,000'",9,46,0.1,0.4,14.5,"17,414",872,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",19,56,0.8,2.5,72,"71,831",542,0.0 ( 1 ),0.3 ( 1 )
,"9,000-10,000'",58,63,4.3,5.1,84.2,"22,129",81,9.9 ( 2 ),10.2 ( 2 )
,"10,000-11,000'",89,62,7.5,5.9,66.2,395,1,NA,NA
12. Lower Green,"7,000-8,000'",29,93,0.6,1.5,17,"182,747","2,254",5.5 ( 1 ),6.3 ( 1 )
,"8,000-9,000'",58,108,3.8,6.9,63.5,"654,931","1,767",6.5 ( 10 ),7.1 ( 10 )
,"9,000-10,000'",87,96,10.1,12,87.4,"572,952",898,11.0 ( 8 ),12.2 ( 8 )
,"10,000-11,000'",97,91,15.3,15,96.5,"403,874",503,13.6 ( 5 ),14.6 ( 5 )
,"11,000-12,000'",93,91,16,16.5,96.4,"174,743",199,NA,NA
,">12,000'",89,87,15.7,16.8,94.4,"24,538",27,NA,NA
13. Lower Rio Grande,"8,000-9,000'",0,1,0,0,0.1,161,"1,497",0.0 ( 3 ),0.3 ( 3 )
,"9,000-10,000'",4,10,0,0.2,2.6,"2,262",248,0.2 ( 1 ),1.2 ( 1 )
,"10,000-11,000'",24,37,0.8,1.4,20.4,"3,582",47,0.0 ( 1 ),0.9 ( 1 )
,"11,000-12,000'",29,58,2.7,4.7,53.5,647,3,3.7 ( 1 ),3.3 ( 1 )
14. Lower Sevier,"6,000-7,000'",67,>200†,0.2,0.8,14.1,"20,735",500,18.4 ( 1 ),21.4 ( 1 )
,"7,000-8,000'",53,132,1.4,5.1,58.5,"67,852",252,6.6 ( 2 ),7.5 ( 2 )
,"8,000-9,000'",72,101,4.4,9.1,83.6,"55,197",113,NA,NA
,"9,000-10,000'",105,88,11.7,11.9,93.1,"20,421",32,15.2 ( 1 ),17.3 ( 1 )
15. Pecos,"9,000-10,000'",4,4,0,0,0.2,143,195,NA,NA
,"10,000-11,000'",28,33,1,1.1,16.6,"5,855",96,0.1 ( 2 ),1.1 ( 2 )
,"11,000-12,000'",46,62,4.4,5.6,64.6,"11,255",38,NA,NA
,"12,000-13,000'",44,62,6.3,7.6,74.8,905,2,NA,NA
16. Provo-Utah Lake-Jordan,"5,000-6,000'",37,>200†,0,0.2,2.7,"6,487",678,NA,NA
,"6,000-7,000'",50,>200†,0.7,2.6,29.9,"95,489",701,NA,NA
,"7,000-8,000'",83,140,4.8,9.2,78.9,"322,088",656,15.2 ( 5 ),16.6 ( 5 )
,"8,000-9,000'",92,103,10.9,14,93.3,"295,281",394,21.3 ( 9 ),22.9 ( 9 )
,"9,000-10,000'",99,94,16.8,18,96.2,"194,120",202,23.0 ( 4 ),24.9 ( 4 )
,"10,000-11,000'",103,91,21.8,20.4,96,"51,103",47,NA,NA
,"11,000-12,000'",99,93,21.4,21.2,97.1,"1,420",1,NA,NA
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",0,0,0,0,0,0,"2,421",NA,NA
,"8,000-9,000'",3,10,0,0.1,2.3,"4,093","1,223",0.0 ( 2 ),0.7 ( 2 )
,"9,000-10,000'",17,36,0.6,1.2,23.8,"52,540",843,0.8 ( 4 ),1.0 ( 4 )
,"10,000-11,000'",37,48,2.7,3.2,44.2,"90,800",532,5.2 ( 5 ),5.8 ( 5 )
,"11,000-12,000'",40,48,4.1,4.9,52.7,"42,433",161,8.5 ( 1 ),8.8 ( 1 )
,"12,000-13,000'",46,72,6.1,8.8,81.6,"12,417",26,NA,NA
18. Rio Grande Headwaters,"7,000-8,000'",18,56,0,0,0.1,66,"2,670",NA,NA
,"8,000-9,000'",11,26,0,0.1,2.1,"5,154","1,418",NA,NA
,"9,000-10,000'",22,50,0.5,1.4,25.4,"96,660","1,262",1.6 ( 3 ),2.0 ( 3 )
,"10,000-11,000'",42,65,2.7,4.6,56.8,"282,475","1,149",6.5 ( 4 ),5.7 ( 5 )
,"11,000-12,000'",61,70,7,8.4,77.2,"373,743",839,7.6 ( 5 ),8.6 ( 5 )
,"12,000-13,000'",67,77,9.5,11.2,85.1,"146,382",244,NA,NA
,"13,000-14,000'",62,80,8.4,11.5,80.8,"7,383",12,NA,NA
19. Roaring Fork,"7,000-8,000'",37,94,0.6,1.3,17.1,"13,132",196,NA,NA
,"8,000-9,000'",66,107,3.4,5.7,57.9,"78,189",258,6.0 ( 1 ),7.5 ( 1 )
,"9,000-10,000'",74,93,6.5,9.2,69.6,"131,484",268,11.8 ( 2 ),13.3 ( 2 )
,"10,000-11,000'",78,88,10.1,12.5,71.6,"177,094",266,17.1 ( 4 ),18.3 ( 4 )
,"11,000-12,000'",92,93,17.8,18.4,89.4,"250,023",254,NA,NA
,"12,000-13,000'",94,90,20.8,20.2,97.7,"117,597",109,NA,NA
,"13,000-14,000'",92,92,20.6,20.8,97.9,"7,082",6,NA,NA
20. Salt,"6,000-7,000'",0,0,0,0,0,0,"1,253",NA,NA
,"7,000-8,000'",0,11,0,0,0.6,365,510,0.0 ( 4 ),0.0 ( 3 )
,"8,000-9,000'",0,10,0,0.1,4.4,"2,117",401,0.2 ( 2 ),0.1 ( 2 )
,"9,000-10,000'",1,24,0.1,0.7,25.8,"6,607",167,0.0 ( 2 ),0.1 ( 2 )
,">10,000'",6,34,0.8,2.5,54.3,"4,142",31,NA,NA
21. San Juan,"7,000-8,000'",5,10,0,0,0.9,"3,844","3,747",NA,NA
,"8,000-9,000'",16,35,0.3,0.7,19.7,"40,573","1,063",0.6 ( 2 ),0.9 ( 2 )
,"9,000-10,000'",38,58,2,3.6,55.4,"111,202",580,2.5 ( 4 ),3.1 ( 4 )
,"10,000-11,000'",61,66,6,7.3,74.4,"170,007",438,12.2 ( 8 ),13.3 ( 8 )
,"11,000-12,000'",73,71,11.2,11.2,85.1,"238,424",399,16.2 ( 2 ),17.6 ( 2 )
,"12,000-13,000'",78,81,14.1,15.3,93.7,"139,762",172,NA,NA
,"13,000-14,000'",81,86,14.1,17,92.8,"6,487",7,NA,NA
22. San Pitch,"5,000-6,000'",18,54,0,0,0.2,131,269,NA,NA
,"6,000-7,000'",12,200,0.1,0.9,12.6,"10,273",217,NA,NA
,"7,000-8,000'",35,126,1.2,5.6,61.4,"41,834",141,NA,NA
,"8,000-9,000'",75,91,6.5,10.3,79.5,"64,645",118,10.0 ( 4 ),11.8 ( 4 )
,"9,000-10,000'",92,90,13.3,15.4,92.3,"63,719",77,18.8 ( 1 ),20.3 ( 1 )
,"10,000-11,000'",91,93,18.4,19.6,97.4,"36,850",35,18.8 ( 1 ),21.2 ( 1 )
23. South Platte,"7,000-8,000'",27,35,0.1,0.1,1.9,"8,456","1,415",NA,NA
,"8,000-9,000'",59,94,0.8,1.2,17.9,"97,502","1,467",4.0 ( 3 ),4.4 ( 3 )
,"9,000-10,000'",48,78,1.6,2.3,25.7,"174,708","1,435",15.3 ( 6 ),16.3 ( 6 )
,"10,000-11,000'",69,83,6.2,7.3,60,"266,022",687,13.1 ( 7 ),14.0 ( 7 )
,"11,000-12,000'",81,90,10.5,12.5,81.9,"292,762",439,13.8 ( 5 ),14.6 ( 5 )
,"12,000-13,000'",82,95,12,15.7,95.2,"129,976",156,NA,NA
,">13,000'",78,94,11.7,15.5,94.4,"17,666",21,NA,NA
24. Southwestern Utah,"6,000-7,000'",4,4,0,0,0.9,225,965,0.0 ( 2 ),0.0 ( 2 )
,"7,000-8,000'",6,20,0,0.2,8.4,"3,650",275,0.0 ( 1 ),0.1 ( 1 )
,"8,000-9,000'",24,53,0.9,2.2,39.4,"15,372",129,2.2 ( 2 ),2.9 ( 2 )
,"9,000-10,000'",71,73,5.9,6.3,73.8,"20,041",60,NA,NA
,">10,000'",98,71,11.1,9.5,86.5,"5,456",11,12.4 ( 1 ),13.2 ( 1 )
25. Toole Valley-Vernon Creek,"5,000-6,000'",133,>200†,0,0,0.6,502,555,NA,NA
,"6,000-7,000'",96,206,1,1.4,21.8,"14,425",191,3.0 ( 1 ),3.5 ( 1 )
,"7,000-8,000'",87,136,4,6.9,68.9,"39,335",107,6.8 ( 1 ),7.3 ( 1 )
,"8,000-9,000'",90,100,10.7,13.1,88.8,"29,091",42,20.5 ( 2 ),22.1 ( 2 )
,">9,000'",92,96,16.8,19,95.6,"12,034",12,NA,NA
26. Upper Arkansas,"7,000-8,000'",1,4,0,0,0,77,"1,755",NA,NA
,"8,000-9,000'",8,19,0,0.1,1.5,"5,534","1,502",NA,NA
,"9,000-10,000'",26,59,0.5,1.2,18,"83,676","1,314",0.3 ( 1 ),1.0 ( 1 )
,"10,000-11,000'",47,67,2.3,4,42.9,"125,538",586,6.9 ( 4 ),7.4 ( 4 )
,"11,000-12,000'",71,84,7.8,10.3,71.1,"238,857",433,7.8 ( 2 ),9.0 ( 2 )
,"12,000-13,000'",79,90,11.9,14.2,85.6,"186,790",247,NA,NA
,">13,000'",77,93,12,15.7,91.9,"33,690",40,NA,NA
27. Upper Colorado-Dirty Devil,"7,000-8,000'",2,26,0,0.1,1.7,"5,010","1,116",NA,NA
,"8,000-9,000'",8,61,0.2,1.7,26.1,"70,969",787,2.1 ( 2 ),2.9 ( 2 )
,"9,000-10,000'",32,73,2.1,5.7,63.6,"129,785",428,5.2 ( 5 ),6.5 ( 5 )
,"10,000-11,000'",57,71,5.8,8.2,73.1,"91,773",209,NA,NA
,"11,000-12,000'",75,83,9.5,11.4,91.2,"35,301",58,NA,NA
28. Upper Colorado-Dolores,"7,000-8,000'",12,49,0,0.2,5.8,"16,540","1,409",NA,NA
,"8,000-9,000'",25,91,0.7,2.8,50,"163,786","1,082",0.4 ( 1 ),1.7 ( 1 )
,"9,000-10,000'",55,81,3.7,6.3,75.4,"168,625",500,7.5 ( 3 ),8.9 ( 3 )
,"10,000-11,000'",61,70,5.9,7.6,71.2,"113,905",280,11.3 ( 4 ),12.7 ( 3 )
,"11,000-12,000'",76,74,11.7,12.3,83,"79,331",121,16.9 ( 1 ),18.0 ( 1 )
,"12,000-13,000'",90,87,18.8,18.7,95.7,"37,719",38,NA,NA
,"13,000-14,000'",91,84,21.7,19.7,94.4,"3,845",4,NA,NA
29. Upper Sevier,"6,000-7,000'",15,142,0,0.1,2.8,"5,866",831,NA,NA
,"7,000-8,000'",11,73,0.1,1,17.1,"69,857","1,307",0.9 ( 2 ),1.6 ( 2 )
,"8,000-9,000'",29,70,1.1,3.2,47.6,"157,890",928,4.3 ( 4 ),5.1 ( 4 )
,"9,000-10,000'",60,77,4.8,7.2,78.1,"198,921",522,8.2 ( 9 ),9.7 ( 9 )
,"10,000-11,000'",88,78,9.7,10.5,85.2,"90,753",161,6.2 ( 1 ),7.1 ( 1 )
,"11,000-12,000'",103,85,16.1,15.8,97.8,"7,886",9,NA,NA
30. Verde,"6,000-7,000'",2,>200†,0,0.1,2.8,"4,287","1,299",0.0 ( 1 ),0.5 ( 1 )
,"7,000-8,000'",1,>200†,0,0.6,22.2,"16,524",497,0.9 ( 6 ),1.2 ( 6 )
,"8,000-9,000'",4,146,0,3.2,71.8,"3,175",18,NA,NA
,"9,000-10,000'",32,91,0.7,6.3,86.5,616,2,NA,NA
,">10,000'",33,66,2.3,7.6,78,508,1,NA,NA
31. Weber-Ogden,"5,000-6,000'",18,>200†,0.1,0.5,6.8,"8,153",288,NA,NA
,"6,000-7,000'",57,>200†,1.1,3.3,34.7,"124,818",712,10.6 ( 3 ),11.3 ( 3 )
,"7,000-8,000'",92,129,6.1,9.4,75.8,"340,227",675,20.1 ( 7 ),21.6 ( 7 )
,"8,000-9,000'",102,101,13.9,15.2,95.9,"189,408",234,17.9 ( 5 ),19.3 ( 5 )
,"9,000-10,000'",100,99,17,18.4,94.7,"94,400",96,18.9 ( 2 ),20.5 ( 2 )
,">10,000'",101,98,19.6,21.1,96.4,"39,443",35,NA,NA
32. White-Yampa,"7,000-8,000'",58,122,1.7,2.5,26.7,"452,283","3,361",7.9 ( 1 ),8.7 ( 1 )
,"8,000-9,000'",88,112,7.8,9.3,74.3,"714,882","1,446",16.1 ( 6 ),17.5 ( 6 )
,"9,000-10,000'",102,96,13.8,13.7,85.8,"510,765",700,16.5 ( 6 ),17.8 ( 6 )
,"10,000-11,000'",105,94,17.9,17.4,90,"335,320",362,32.2 ( 2 ),33.6 ( 2 )
,">11,000'",109,97,22.6,20.9,97.9,"88,700",80,NA,NA
