,,4/6/2025,4/13/2025,4/6/2025,4/13/2025,4/13/2025,4/13/2025,4/13/2025,4/6/2025,4/13/2025
Basin,Elevation Band,%4/6 Avg.,%4/13 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Bear,"5,000-6,000'",87,12,0.5,0,0.2,742,"1,145",NA,NA
,"6,000-7,000'",126,67,3.3,0.7,8,"96,943","2,441",6.6 ( 3 ),0.6 ( 3 )
,"7,000-8,000'",127,86,8.7,4.4,36.4,"416,764","1,791",16.4 ( 6 ),12.4 ( 6 )
,"8,000-9,000'",102,96,16,12.8,82.4,"400,633",585,23.9 ( 7 ),20.8 ( 7 )
,"9,000-10,000'",99,90,17.9,14.4,86.4,"109,447",142,13.5 ( 2 ),9.3 ( 2 )
,"10,000-11,000'",96,85,19.8,15.9,87.3,"50,853",60,NA,NA
,"11,000-12,000'",91,83,20.3,18.1,90.9,"15,167",16,NA,NA
,"12,000-13,000'",96,81,20.7,16.5,91.5,678,1,NA,NA
2. Beaver,"6,000-7,000'",33,0,0,0,0,0,481,NA,NA
,"7,000-8,000'",72,1,0.9,0,0.1,34,181,NA,NA
,"8,000-9,000'",92,34,4,0.8,11.5,"3,318",77,10.3 ( 1 ),7.5 ( 1 )
,"9,000-10,000'",87,81,8.1,5.2,49,"18,332",66,NA,NA
,"10,000-11,000'",80,85,11.7,9.9,70.4,"13,446",25,15.7 ( 1 ),14.9 ( 1 )
,"11,000-12,000'",84,91,15.2,16.4,95.3,"4,148",5,NA,NA
3. Blue,"7,000-8,000'",60,0,0.5,0,0,0,32,NA,NA
,"8,000-9,000'",125,55,5.6,1.2,15.1,"6,254",100,NA,NA
,"9,000-10,000'",108,86,9.1,5.5,60.1,"41,892",144,11.6 ( 1 ),8.1 ( 1 )
,"10,000-11,000'",100,78,10.8,7.1,59.1,"59,944",158,19.0 ( 2 ),18.1 ( 2 )
,"11,000-12,000'",95,78,15.6,12.8,82.2,"113,310",166,19.2 ( 2 ),18.8 ( 2 )
,"12,000-13,000'",95,80,17.9,15.2,93.8,"53,087",65,NA,NA
,">13,000'",93,77,18.3,14.9,93,"4,691",6,NA,NA
4. Canadian,"8,000-9,000'",4,2,0,0,0,16,735,NA,NA
,"9,000-10,000'",27,7,0.4,0,1,626,365,0.4 ( 1 ),0.1 ( 1 )
,"10,000-11,000'",43,20,1.8,0.4,8.9,"3,011",132,1.4 ( 1 ),0.3 ( 2 )
,"11,000-12,000'",56,43,5,3.3,53,"5,218",30,NA,NA
,"12,000-13,000'",74,53,9.7,6.5,90.8,867,3,NA,NA
5. Colorado Headwaters§,"5,000-6,000'",NA,NA,0,0,0,0,1,NA,NA
,"6,000-7,000'",34,0,0,0,0,0,84,NA,NA
,"7,000-8,000'",106,8,0.9,0,0.4,674,431,NA,NA
,"8,000-9,000'",119,65,6,2,27.6,"87,917",836,9.0 ( 2 ),4.9 ( 2 )
,"9,000-10,000'",108,89,10.7,7.3,71.4,"319,027",819,11.7 ( 4 ),9.5 ( 4 )
,"10,000-11,000'",96,87,13.7,13.3,78.2,"330,157",465,20.5 ( 5 ),19.3 ( 5 )
,"11,000-12,000'",94,87,17,19.3,87.7,"214,586",209,22.2 ( 2 ),21.3 ( 2 )
,">12,000'",97,85,17.8,14.4,88.8,"23,045",30,NA,NA
6. Colorado Headwaters-Plateau,"7,000-8,000'",78,14,0.8,0.1,1,"2,209",693,NA,NA
,"8,000-9,000'",99,52,4.4,1.7,18.8,"56,700",644,NA,NA
,"9,000-10,000'",96,77,11.2,8.2,70.6,"121,017",277,NA,NA
,"10,000-11,000'",92,84,13.7,12,75.3,"117,176",183,13.5 ( 1 ),11.8 ( 1 )
,"11,000-12,000'",96,100,21.4,22.2,98.2,"6,062",5,NA,NA
7. Eagle,"7,000-8,000'",67,19,0.9,0.1,1.4,838,155,NA,NA
,"8,000-9,000'",107,63,5.2,2.1,22.5,"20,498",181,11.5 ( 1 ),9.4 ( 1 )
,"9,000-10,000'",100,79,9.4,5.8,51.7,"61,397",199,13.7 ( 1 ),10.8 ( 1 )
,"10,000-11,000'",86,74,10.3,7.3,54.5,"85,909",219,16.0 ( 1 ),13.4 ( 1 )
,"11,000-12,000'",88,81,15.4,13.9,79.7,"98,305",132,NA,NA
,"12,000-13,000'",92,84,18.7,17.7,95,"30,376",32,NA,NA
,"13,000-14,000'",93,86,18.4,17.6,96.9,"1,898",2,NA,NA
8. Gila,"6,000-7,000'",0,0,0,0,0,0,"1,912",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,"2,100",NA,NA
,"8,000-9,000'",1,0,0,0,0,0,793,0.0 ( 5 ),0.0 ( 5 )
,"9,000-10,000'",7,0,0,0,0,0,109,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",12,0,0.2,0,0,0,10,NA,NA
9. Gunnison§,"7,000-8,000'",128,11,0.9,0,0.5,"1,594","1,020",NA,NA
,"8,000-9,000'",119,42,4.6,0.9,12.2,"77,865","1,710",10.9 ( 1 ),6.1 ( 1 )
,"9,000-10,000'",98,60,7.5,3.2,36.7,"261,380","1,555",10.6 ( 4 ),7.3 ( 4 )
,"10,000-11,000'",89,68,9.1,5.7,51.6,"375,035","1,223",15.1 ( 3 ),12.5 ( 3 )
,"11,000-12,000'",91,75,13.6,10.4,78,"357,517",642,11.5 ( 3 ),9.6 ( 3 )
,"12,000-13,000'",94,78,17.7,13.8,95,"195,550",266,NA,NA
,"13,000-14,000'",92,75,17.2,13.3,92.2,"12,703",18,NA,NA
10. Little Colorado,"6,000-7,000'",>200†,>200†,0,0,0,39,"9,987",NA,NA
,"7,000-8,000'",89,20,0,0,0.3,580,"5,626",0.4 ( 2 ),0.1 ( 2 )
,"8,000-9,000'",56,14,0.2,0,0.6,387,600,3.1 ( 1 ),0.3 ( 1 )
,"9,000-10,000'",34,7,0.8,0.1,1.4,393,147,6.6 ( 2 ),5.2 ( 2 )
,"10,000-11,000'",39,29,2.4,1,20.1,881,16,NA,NA
,">11,000'",56,47,6.3,4.5,59.3,931,4,NA,NA
11. Lower Colorado Mainstream,"5,000-6,000'",35,0,0,0,0,0,"5,722",NA,NA
,"6,000-7,000'",24,8,0,0,0.1,122,"3,476",NA,NA
,"7,000-8,000'",46,3,0.4,0,1.5,595,872,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",56,11,2.5,0.2,6.1,"5,368",542,0.3 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",63,57,5.1,2.4,32.6,"10,509",81,10.2 ( 2 ),5.6 ( 2 )
,"10,000-11,000'",62,79,5.9,5.3,44.5,356,1,NA,NA
12. Lower Green,"7,000-8,000'",93,25,1.5,0.2,2.9,"25,714","2,253",6.3 ( 1 ),0.9 ( 1 )
,"8,000-9,000'",108,52,6.9,2.2,22.5,"209,321","1,766",7.1 ( 10 ),4.1 ( 10 )
,"9,000-10,000'",96,80,12,7.8,65.2,"374,117",899,12.2 ( 8 ),9.8 ( 8 )
,"10,000-11,000'",91,85,15,12.8,89.9,"343,902",503,14.6 ( 5 ),13.0 ( 5 )
,"11,000-12,000'",91,80,16.5,13.5,88.8,"142,991",199,NA,NA
,">12,000'",87,77,16.8,13.3,84.3,"19,380",27,NA,NA
13. Lower Rio Grande,"8,000-9,000'",1,0,0,0,0,2,"1,497",0.3 ( 3 ),0.0 ( 3 )
,"9,000-10,000'",10,0,0.2,0,0,13,248,1.2 ( 1 ),0.1 ( 1 )
,"10,000-11,000'",37,19,1.4,0.5,10.2,"1,365",47,0.9 ( 1 ),0.0 ( 1 )
,"11,000-12,000'",58,34,4.7,1.9,31.3,266,3,3.3 ( 1 ),0.1 ( 1 )
14. Lower Sevier,"6,000-7,000'",>200†,9,0.8,0,0.1,101,500,21.4 ( 1 ),18.2 ( 1 )
,"7,000-8,000'",132,30,5.1,0.4,5.2,"5,359",252,7.5 ( 2 ),3.3 ( 2 )
,"8,000-9,000'",101,64,9.1,2.8,28.1,"16,754",113,NA,NA
,"9,000-10,000'",88,100,11.9,10.6,74.7,"18,218",32,17.3 ( 1 ),14.4 ( 1 )
15. Pecos,"9,000-10,000'",4,3,0,0,0.1,49,195,NA,NA
,"10,000-11,000'",33,23,1.1,0.4,7.8,"1,935",96,1.1 ( 2 ),0.3 ( 2 )
,"11,000-12,000'",62,49,5.6,3.3,52,"6,535",38,NA,NA
,"12,000-13,000'",62,55,7.6,6.4,83.9,752,2,NA,NA
16. Provo-Utah Lake-Jordan,"5,000-6,000'",>200†,20,0.2,0,0.1,94,678,NA,NA
,"6,000-7,000'",>200†,35,2.6,0.1,1.7,"4,435",702,NA,NA
,"7,000-8,000'",140,76,9.2,2.3,24.6,"81,157",656,16.6 ( 5 ),11.0 ( 5 )
,"8,000-9,000'",103,85,14,8.5,68.4,"178,866",394,22.9 ( 9 ),20.4 ( 8 )
,"9,000-10,000'",94,85,18,14.7,88.9,"158,575",202,24.9 ( 4 ),23.1 ( 4 )
,"10,000-11,000'",91,87,20.4,18.4,91.1,"46,119",47,NA,NA
,"11,000-12,000'",93,86,21.2,18.8,94.2,"1,255",1,NA,NA
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",0,0,0,0,0,0,"2,421",NA,NA
,"8,000-9,000'",10,0,0.1,0,0,7,"1,222",0.7 ( 2 ),0.2 ( 2 )
,"9,000-10,000'",36,13,1.2,0.3,5.4,"12,402",844,1.0 ( 4 ),0.3 ( 4 )
,"10,000-11,000'",48,35,3.2,1.9,28.3,"53,602",532,5.8 ( 5 ),4.1 ( 5 )
,"11,000-12,000'",48,39,4.9,3.1,41.4,"26,788",161,8.8 ( 1 ),8.8 ( 1 )
,"12,000-13,000'",72,54,8.8,6.2,79.1,"8,770",26,NA,NA
18. Rio Grande Headwaters,"7,000-8,000'",56,0,0,0,0,0,"2,671",NA,NA
,"8,000-9,000'",26,0,0.1,0,0,12,"1,418",NA,NA
