,,4/6/2025,4/13/2025,4/6/2025,4/13/2025,4/13/2025,4/13/2025,4/13/2025,4/6/2025,4/13/2025
,"9,000-10,000'",50,9,1.4,0.1,2.6,"8,848","1,262",2.0 ( 3 ),0.1 ( 3 )
,"10,000-11,000'",65,36,4.6,1.8,25.5,"108,561","1,149",5.7 ( 5 ),3.2 ( 5 )
,"11,000-12,000'",70,60,8.4,6.4,67.1,"284,128",839,8.6 ( 5 ),7.1 ( 5 )
,"12,000-13,000'",77,65,11.2,9.1,80.7,"118,075",244,NA,NA
,"13,000-14,000'",80,63,11.5,8.4,76,"5,397",12,NA,NA
19. Roaring Fork,"7,000-8,000'",94,11,1.3,0,0.8,416,197,NA,NA
,"8,000-9,000'",107,48,5.7,1.5,17.3,"20,291",259,7.5 ( 1 ),2.0 ( 1 )
,"9,000-10,000'",93,71,9.2,5.1,47.5,"73,290",269,13.3 ( 2 ),10.1 ( 2 )
,"10,000-11,000'",88,74,12.5,9.1,64.7,"129,543",266,18.3 ( 4 ),17.1 ( 4 )
,"11,000-12,000'",93,81,18.4,16.2,89.3,"220,144",254,NA,NA
,"12,000-13,000'",90,83,20.2,18.9,97.4,"110,078",109,NA,NA
,"13,000-14,000'",92,84,20.8,19.1,97.3,"6,474",6,NA,NA
20. Salt,"6,000-7,000'",0,0,0,0,0,0,"1,253",NA,NA
,"7,000-8,000'",11,0,0,0,0,2,510,0.0 ( 3 ),0.0 ( 3 )
,"8,000-9,000'",10,0,0.1,0,0,3,400,0.1 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",24,1,0.7,0,0.6,91,166,0.1 ( 2 ),0.0 ( 2 )
,">10,000'",34,7,2.5,0.3,10.3,520,31,NA,NA
21. San Juan,"7,000-8,000'",10,0,0,0,0,3,"3,746",NA,NA
,"8,000-9,000'",35,1,0.7,0,0.3,326,"1,064",0.9 ( 2 ),0.1 ( 2 )
,"9,000-10,000'",58,20,3.6,0.6,9.1,"17,663",581,3.1 ( 4 ),1.1 ( 4 )
,"10,000-11,000'",66,53,7.3,4,44.1,"94,503",438,13.3 ( 8 ),10.4 ( 8 )
,"11,000-12,000'",71,67,11.2,9.6,77.4,"205,280",399,17.6 ( 2 ),16.2 ( 2 )
,"12,000-13,000'",81,72,15.3,13.3,92.1,"121,688",172,NA,NA
,"13,000-14,000'",86,75,17,15.1,93.3,"5,755",7,NA,NA
22. San Pitch,"5,000-6,000'",54,0,0,0,0,0,269,NA,NA
,"6,000-7,000'",200,0,0.9,0,0,0,217,NA,NA
,"7,000-8,000'",126,30,5.6,0.4,5.5,"3,337",141,NA,NA
,"8,000-9,000'",91,76,10.3,5.6,48.2,"34,882",118,11.8 ( 4 ),7.6 ( 4 )
,"9,000-10,000'",90,83,15.4,12.3,81.6,"50,610",77,20.3 ( 1 ),17.6 ( 1 )
,"10,000-11,000'",93,80,19.6,16.2,95.5,"30,593",35,21.2 ( 1 ),18.9 ( 1 )
23. South Platte§,"7,000-8,000'",35,0,0.1,0,0,6,"1,416",NA,NA
,"8,000-9,000'",94,9,1.2,0,0.7,"3,161","1,466",4.4 ( 3 ),3.1 ( 3 )
,"9,000-10,000'",78,40,2.3,0.7,8.3,"53,835","1,435",16.3 ( 6 ),14.0 ( 6 )
,"10,000-11,000'",83,61,7.3,5.2,37.8,"188,823",686,14.0 ( 7 ),13.5 ( 7 )
,"11,000-12,000'",90,74,12.5,9.4,69.8,"218,897",439,14.6 ( 5 ),14.1 ( 5 )
,"12,000-13,000'",95,77,15.7,9.9,82.7,"82,191",156,NA,NA
,">13,000'",94,77,15.5,10.5,83.1,"11,956",21,NA,NA
24. Southwestern Utah,"6,000-7,000'",4,0,0,0,0,0,965,0.0 ( 2 ),0.0 ( 2 )
,"7,000-8,000'",20,0,0.2,0,0,4,275,0.1 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",53,10,2.2,0.2,2.9,"1,321",130,2.9 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",73,66,6.3,3.7,39.5,"11,851",60,NA,NA
,">10,000'",71,93,9.5,10,72.2,"5,697",11,13.2 ( 1 ),11.0 ( 1 )
25. Toole Valley-Vernon Creek,"5,000-6,000'",>200†,0,0,0,0,0,555,NA,NA
,"6,000-7,000'",206,19,1.4,0,0.6,331,191,3.5 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",136,48,6.9,0.9,10.8,"5,239",107,7.3 ( 1 ),1.0 ( 1 )
,"8,000-9,000'",100,88,13.1,6.3,49.1,"14,052",42,22.1 ( 2 ),17.4 ( 2 )
,">9,000'",96,90,19,14.8,82.7,"9,347",12,NA,NA
26. Upper Arkansas,"7,000-8,000'",4,1,0,0,0,1,"1,755",NA,NA
,"8,000-9,000'",19,5,0.1,0,0.1,297,"1,501",NA,NA
,"9,000-10,000'",59,11,1.2,0.1,2.1,"8,863","1,312",1.0 ( 1 ),0.4 ( 1 )
,"10,000-11,000'",67,41,4,1.7,21.4,"51,934",586,7.4 ( 4 ),4.9 ( 4 )
,"11,000-12,000'",84,68,10.3,7.4,63.2,"171,449",433,9.0 ( 2 ),8.0 ( 2 )
,"12,000-13,000'",90,74,14.2,11.3,82.3,"148,842",248,NA,NA
,">13,000'",93,75,15.7,11.9,84.6,"25,386",40,NA,NA
27. Upper Colorado-Dirty Devil,"7,000-8,000'",26,0,0.1,0,0,6,"1,116",NA,NA
,"8,000-9,000'",61,6,1.7,0.1,0.9,"2,307",785,2.9 ( 2 ),0.1 ( 2 )
,"9,000-10,000'",73,27,5.7,1.4,13.7,"31,045",428,6.5 ( 5 ),4.1 ( 5 )
,"10,000-11,000'",71,56,8.2,5,46.2,"55,366",209,NA,NA
,"11,000-12,000'",83,74,11.4,8.9,82.9,"27,496",58,NA,NA
28. Upper Colorado-Dolores§,"7,000-8,000'",49,3,0.2,0,0.1,254,"1,409",NA,NA
,"8,000-9,000'",91,12,2.8,0.1,2.7,"8,488","1,082",1.7 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",81,46,6.3,2,30.1,"53,994",500,8.9 ( 3 ),3.3 ( 3 )
,"10,000-11,000'",70,59,7.6,5.8,52.4,"86,947",280,12.7 ( 3 ),10.5 ( 3 )
,"11,000-12,000'",74,69,12.3,12,76,"77,500",121,18.0 ( 1 ),17.4 ( 1 )
,"12,000-13,000'",87,80,18.7,16.4,95.2,"33,194",38,NA,NA
,"13,000-14,000'",84,80,19.7,17,96.9,"3,325",4,NA,NA
29. Upper Sevier,"6,000-7,000'",142,1,0.1,0,0,4,831,NA,NA
,"7,000-8,000'",73,4,1,0,0.2,875,"1,307",1.6 ( 2 ),0.8 ( 2 )
,"8,000-9,000'",70,23,3.2,0.5,7,"27,164",928,5.1 ( 4 ),3.0 ( 4 )
,"9,000-10,000'",77,53,7.2,3.2,31,"89,770",521,9.7 ( 9 ),7.4 ( 9 )
,"10,000-11,000'",78,82,10.5,8.8,66,"75,646",161,7.1 ( 1 ),3.3 ( 1 )
,"11,000-12,000'",85,92,15.8,15.7,91.6,"7,839",9,NA,NA
30. Verde,"6,000-7,000'",>200†,>200†,0.1,0,1,193,"1,299",0.5 ( 1 ),0.5 ( 1 )
,"7,000-8,000'",>200†,45,0.6,0,4.7,759,496,1.2 ( 6 ),0.6 ( 6 )
,"8,000-9,000'",146,15,3.2,0.1,4.6,112,18,NA,NA
,"9,000-10,000'",91,11,6.3,0.2,3.6,19,2,NA,NA
,">10,000'",66,44,7.6,3.5,48.5,233,1,NA,NA
31. Weber-Ogden,"5,000-6,000'",>200†,18,0.5,0,0.3,312,288,NA,NA
,"6,000-7,000'",>200†,47,3.3,0.3,4.3,"13,173",712,11.3 ( 3 ),6.4 ( 3 )
,"7,000-8,000'",129,81,9.4,3.6,34.2,"130,185",675,21.6 ( 7 ),17.3 ( 7 )
,"8,000-9,000'",101,91,15.2,11.1,81.3,"139,030",234,19.3 ( 5 ),15.5 ( 5 )
,"9,000-10,000'",99,86,18.4,13.9,84.4,"71,055",96,20.5 ( 2 ),18.5 ( 2 )
,">10,000'",98,85,21.1,16.9,90.6,"31,580",35,NA,NA
32. White-Yampa,"7,000-8,000'",122,51,2.5,0.7,8.6,"131,118","3,360",8.7 ( 1 ),4.6 ( 1 )
,"8,000-9,000'",112,85,9.3,6.4,57.9,"491,742","1,446",17.5 ( 6 ),13.8 ( 6 )
,"9,000-10,000'",96,92,13.7,12.7,85.9,"472,439",700,17.8 ( 6 ),15.8 ( 6 )
,"10,000-11,000'",94,90,17.4,16.2,88.6,"312,488",362,33.6 ( 2 ),32.6 ( 2 )
,">11,000'",97,94,20.9,20.1,95.6,"85,374",80,NA,NA
