,,3/31/2025,4/6/2025,3/31/2025,4/6/2025,4/6/2025,4/6/2025,4/6/2025,3/31/2025,4/6/2025
,"10,000-11,000'",108,90,17,14,83.9,"305,548",409,28.3 ( 5 ),29.6 ( 5 )
,"11,000-12,000'",109,94,19.1,17.8,91.6,"58,154",61,NA,NA
,"12,000-13,000'",106,95,17.6,18.5,97.6,"2,950",3,NA,NA
8. Powder,"2,000-3,000'",0,0,0,0,0,0,"1,208",NA,NA
,"3,000-4,000'",36,36,0,0,0.4,480,"3,983",NA,NA
,"4,000-5,000'",75,>200†,0.1,0,2.8,"8,444","4,641",NA,NA
,"5,000-6,000'",29,179,0,0,1.2,"3,426","2,030",NA,NA
,"6,000-7,000'",18,201,0.2,0.8,16.9,"24,265",596,NA,NA
,"7,000-8,000'",57,139,2.7,6.3,78.6,"166,863",496,NA,NA
,"8,000-9,000'",79,112,6.1,8.7,88.7,"134,285",289,5.3 ( 4 ),5.9 ( 4 )
,"9,000-10,000'",92,99,9.5,11.2,87.5,"48,293",81,10.6 ( 1 ),11.5 ( 1 )
,"10,000-11,000'",97,96,12.2,15.4,96.6,"34,590",42,NA,NA
,">11,000'",102,92,15.4,18.5,95.4,"18,777",19,NA,NA
9. Smith-Judith-Musselshell,"4,000-5,000'",135,245,0.9,0.8,12.3,"170,206","4,189",NA,NA
,"5,000-6,000'",81,261,2.6,5.1,63.7,"669,817","2,486",NA,NA
,"6,000-7,000'",81,138,5.3,8.7,81.8,"523,701","1,131",12.1 ( 4 ),13.1 ( 4 )
,"7,000-8,000'",79,93,7.6,10.9,78.1,"276,710",475,16.6 ( 5 ),18.0 ( 5 )
,"8,000-9,000'",92,92,10.3,14.1,82.7,"40,104",53,NA,NA
,"9,000-10,000'",82,90,6.9,13.4,79.3,"1,101",2,NA,NA
10. Snake,"5,000-6,000'",145,222,4.5,4.3,51.7,"60,495",266,NA,NA
,"6,000-7,000'",123,147,8.6,9.2,83.3,"616,367","1,258",18.3 ( 2 ),19.2 ( 2 )
,"7,000-8,000'",109,109,12.2,13.1,91.7,"1,175,306","1,677",19.8 ( 5 ),20.6 ( 5 )
,"8,000-9,000'",105,96,15.2,16.5,93,"1,281,898","1,454",24.3 ( 3 ),25.1 ( 3 )
,"9,000-10,000'",106,93,17.8,19.6,93.5,"803,593",767,20.9 ( 2 ),21.5 ( 2 )
,"10,000-11,000'",107,90,21.1,23.4,95.8,"243,824",196,NA,NA
,">11,000'",105,90,19.7,22.3,96.1,"8,399",7,NA,NA
11. Sun-Teton-Marias,"3,000-4,000'",33,52,0,0,0.9,"14,777","6,399",NA,NA
,"4,000-5,000'",25,75,0.2,0.8,9.3,"103,054","2,559",NA,NA
,"5,000-6,000'",88,133,4.1,7.9,69.2,"262,058",623,5.2 ( 4 ),5.9 ( 4 )
,"6,000-7,000'",81,97,6.9,11.3,75.7,"339,406",562,16.0 ( 1 ),16.9 ( 1 )
,"7,000-8,000'",80,85,9.2,14.3,78.9,"227,312",298,23.8 ( 1 ),25.2 ( 1 )
,">8,000'",86,91,10.6,16.4,84.6,"17,543",20,NA,NA
12. Tongue,"2,000-3,000'",0,0,0,0,0,0,883,NA,NA
,"3,000-4,000'",3,3,0,0,0,27,"2,794",NA,NA
,"4,000-5,000'",0,123,0,0,2.4,"2,771","1,207",NA,NA
,"5,000-6,000'",11,127,0.2,1.1,22.6,"3,010",51,NA,NA
,"6,000-7,000'",74,159,3.5,5.8,64.4,"10,680",35,NA,NA
,"7,000-8,000'",84,107,7.5,9.1,80.7,"58,394",120,9.0 ( 2 ),9.6 ( 2 )
,"8,000-9,000'",73,84,7.2,9.3,73.8,"84,903",171,9.4 ( 4 ),10.6 ( 4 )
,"9,000-10,000'",92,91,12.1,13.4,83.6,"83,131",116,NA,NA
,"10,000-11,000'",102,95,15.9,18,94.2,"20,725",22,NA,NA
,"11,000-12,000'",95,92,14.9,17.1,89.7,"1,759",2,NA,NA
13. Upper Clark Fork,"3,000-4,000'",95,>200†,0.4,0.4,6.9,"3,427",157,NA,NA
,"4,000-5,000'",117,>200†,1.5,2.7,33.3,"207,167","1,436",NA,NA
,"5,000-6,000'",108,189,3.8,5.5,53.6,"578,442","1,986",3.2 ( 3 ),3.1 ( 3 )
,"6,000-7,000'",95,127,6.4,8.5,67.6,"716,607","1,577",16.1 ( 2 ),17.9 ( 2 )
,"7,000-8,000'",76,84,8.2,10.8,66.1,"380,524",661,13.4 ( 6 ),14.6 ( 6 )
,"8,000-9,000'",87,83,10.3,13.6,74,"108,726",150,13.2 ( 1 ),14.1 ( 1 )
,">9,000'",109,102,13.2,17.8,91.5,"16,461",17,NA,NA
14. Upper Green,"7,000-8,000'",55,171,1.6,2.8,29.3,"952,126","6,360",11.9 ( 2 ),13.0 ( 2 )
,"8,000-9,000'",89,114,8.6,10.7,81.8,"907,745","1,595",17.0 ( 7 ),17.6 ( 7 )
,"9,000-10,000'",94,96,12.8,14.5,91.3,"689,881",892,12.8 ( 9 ),13.9 ( 9 )
,"10,000-11,000'",98,90,16,18.1,94.3,"452,640",470,13.9 ( 2 ),14.8 ( 2 )
,"11,000-12,000'",97,89,18.2,20.8,96.3,"213,674",193,NA,NA
,"12,000-13,000'",98,90,19,21.9,97.3,"37,042",32,NA,NA
,"13,000-14,000'",90,84,16.2,23.7,96.4,366,0,NA,NA
15. Upper Missouri,"4,000-5,000'",114,>200†,0.2,1.1,21.6,"70,495","1,173",NA,NA
,"5,000-6,000'",80,>200†,1.6,4.1,53.1,"231,125","1,058",NA,NA
,"6,000-7,000'",98,148,6.4,9,86.1,"270,339",562,6.2 ( 1 ),7.4 ( 1 )
,"7,000-8,000'",89,101,9.2,10.9,80.1,"77,160",132,7.2 ( 1 ),8.6 ( 1 )
,">8,000'",88,89,11.6,13.7,76.1,"17,737",24,NA,NA
16. Upper Snake Basins,"4,000-5,000'",126,18,0,0,0.1,198,890,NA,NA
,"5,000-6,000'",97,125,1.6,1.5,20.8,"152,607","1,909",NA,NA
,"6,000-7,000'",118,134,8.6,9.4,78.5,"1,422,980","2,846",16.0 ( 6 ),16.9 ( 6 )
,"7,000-8,000'",103,98,12,13.3,85.8,"582,248",821,23.5 ( 4 ),24.5 ( 4 )
,"8,000-9,000'",106,89,16.7,19.3,91.7,"341,501",333,NA,NA
,"9,000-10,000'",111,87,21.3,22.6,92.3,"81,091",67,39.1 ( 1 ),39.6 ( 1 )
,"10,000-11,000'",113,87,22.9,25.4,95.3,"9,010",7,NA,NA
17. Upper Yellowstone,"4,000-5,000'",>200†,>200†,0.8,0.2,5.9,"31,184","3,414",NA,NA
,"5,000-6,000'",96,>200†,1.4,1.8,33.3,"172,890","1,793",5.3 ( 1 ),5.7 ( 1 )
,"6,000-7,000'",112,172,5.1,6.6,73.7,"369,244","1,046",8.4 ( 4 ),9.3 ( 4 )
,"7,000-8,000'",105,116,8.6,10.1,84.8,"730,253","1,359",13.3 ( 6 ),14.3 ( 6 )
,"8,000-9,000'",112,102,12.6,14.3,90.1,"1,399,453","1,838",17.6 ( 5 ),18.6 ( 5 )
,"9,000-10,000'",113,99,16.1,18.3,94.7,"1,154,434","1,183",24.6 ( 4 ),25.3 ( 4 )
,"10,000-11,000'",103,91,17.1,19.8,95.8,"394,797",374,NA,NA
,"11,000-12,000'",98,90,17.2,21.1,97,"67,149",60,NA,NA
,"12,000-13,000'",98,92,17.1,21.3,96.6,"1,862",2,NA,NA
18. Wood and Lost Basins,"5,000-6,000'",116,176,1.8,1.7,15.8,"252,062","2,754",12.2 ( 2 ),11.3 ( 2 )
,"6,000-7,000'",107,141,4.2,4.5,34.4,"447,497","1,853",9.4 ( 4 ),9.7 ( 4 )
,"7,000-8,000'",99,134,7.1,8.4,57.1,"614,900","1,378",13.6 ( 6 ),14.1 ( 6 )
,"8,000-9,000'",97,115,11,13.7,78.9,"640,034",879,15.5 ( 3 ),16.2 ( 3 )
,"9,000-10,000'",99,106,14.8,19.2,90.1,"447,150",436,16.8 ( 1 ),17.3 ( 1 )
,"10,000-11,000'",100,103,16,21.6,94.6,"129,592",112,NA,NA
,"11,000-12,000'",103,103,18.1,22.7,94.3,"10,273",8,NA,NA
