,,3/31/2025,4/6/2025,3/31/2025,4/6/2025,4/6/2025,4/6/2025,4/6/2025,3/31/2025,4/6/2025
Basin,Elevation Band,%3/31 Avg.,%4/6 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Belle Fourche,"2,000-3,000'",0,0,0,0,0,0,"1,721",NA,NA
,"3,000-4,000'",0,15,0,0,0.5,146,"1,722",NA,NA
,"4,000-5,000'",4,332,0,0.2,12.3,"23,024","2,829",NA,NA
,"5,000-6,000'",19,182,0.5,1.3,42.1,"51,896",721,4.4 ( 1 ),5.8 ( 1 )
,"6,000-7,000'",63,150,3.9,4.7,81.3,"52,588",209,NA,NA
,"7,000-8,000'",73,147,4.7,5.2,84,297,1,NA,NA
2. Bighorn,"2,000-3,000'",4,0,0,0,0,0,213,NA,NA
,"3,000-4,000'",33,12,0,0,0.1,54,"2,480",NA,NA
,"4,000-5,000'",139,238,0,0,1,"5,462","5,266",NA,NA
,"5,000-6,000'",121,258,0.1,0.1,3.1,"37,823","5,482",NA,NA
,"6,000-7,000'",79,192,0.7,1,16,"175,936","3,201",NA,NA
,"7,000-8,000'",92,170,3.5,4.9,54.3,"477,836","1,827",8.1 ( 3 ),8.5 ( 3 )
,"8,000-9,000'",97,120,8.4,10.2,82.1,"851,738","1,565",9.1 ( 7 ),9.5 ( 7 )
,"9,000-10,000'",102,105,12.1,13.9,89,"1,023,559","1,381",14.2 ( 8 ),14.8 ( 8 )
,"10,000-11,000'",97,95,13.9,17.1,94.8,"842,480",925,16.5 ( 3 ),16.9 ( 3 )
,"11,000-12,000'",95,92,14.8,19.1,96.9,"371,348",364,NA,NA
,">12,000'",101,89,18.4,22.7,96.8,"43,282",36,NA,NA
3. Cheyenne,"2,000-3,000'",0,1,0,0,0,0,"3,402",NA,NA
,"3,000-4,000'",126,2,0,0,0,0,"3,658",NA,NA
,"4,000-5,000'",35,66,0,0,0.1,156,"5,671",NA,NA
,"5,000-6,000'",4,139,0,0.1,2.6,"7,699","2,141",NA,NA
,"6,000-7,000'",26,145,1,1.8,38.2,"44,832",471,3.3 ( 2 ),3.6 ( 2 )
,"7,000-8,000'",46,147,2.4,4.3,77.5,"1,073",5,NA,NA
4. Gallatin,"4,000-5,000'",23,>200†,0.1,0.5,12,"13,200",462,NA,NA
,"5,000-6,000'",72,>200†,1.9,3.5,52.3,"55,428",300,NA,NA
,"6,000-7,000'",111,154,6.7,8.1,81.2,"116,673",271,11.7 ( 1 ),NA
,"7,000-8,000'",102,107,9.5,11.1,86.3,"226,185",380,NA,NA
,"8,000-9,000'",106,98,12.5,15.1,91.4,"252,939",314,21.7 ( 2 ),23.2 ( 2 )
,"9,000-10,000'",114,98,15.7,19.1,93,"115,717",114,24.3 ( 1 ),25.3 ( 1 )
,"10,000-11,000'",114,97,15.9,21,94.6,"7,020",6,NA,NA
5. Jefferson,"5,000-6,000'",115,>200†,0.6,1,13.2,"84,979","1,659",NA,NA
,"6,000-7,000'",110,179,4.3,4.8,44.7,"793,264","3,121",5.6 ( 2 ),5.6 ( 2 )
,"7,000-8,000'",96,119,8.1,9.1,68.3,"1,282,579","2,639",8.8 ( 3 ),9.4 ( 3 )
,"8,000-9,000'",92,95,11.4,13.6,81.3,"820,959","1,134",15.5 ( 6 ),16.6 ( 6 )
,"9,000-10,000'",102,96,14.4,17.8,88.1,"216,766",228,19.2 ( 2 ),19.9 ( 2 )
,"10,000-11,000'",106,101,12.9,18.4,90.5,"7,026",7,NA,NA
6. Madison Headwaters in WY,"4,000-5,000'",82,>200†,0.1,0.1,3.1,"1,293",164,NA,NA
,"5,000-6,000'",62,>200†,0.3,1.3,19.8,"31,645",440,NA,NA
,"6,000-7,000'",99,146,5.4,6.8,71.5,"176,378",489,12.4 ( 2 ),13.3 ( 2 )
,"7,000-8,000'",96,101,8.2,9.5,75.8,"366,162",719,16.6 ( 3 ),17.3 ( 3 )
,"8,000-9,000'",102,93,12.2,14.1,85.3,"424,428",564,23.3 ( 2 ),24.8 ( 2 )
,"9,000-10,000'",112,98,16.7,19.5,93.6,"138,819",133,NA,NA
,">10,000'",114,96,18.5,22,94.1,"13,046",11,NA,NA
7. North Platte,"7,000-8,000'",24,96,0.4,1.6,21.4,"554,859","6,339",7.8 ( 2 ),8.4 ( 2 )
,"8,000-9,000'",85,109,4.8,6.1,58.1,"801,627","2,478",10.0 ( 6 ),10.8 ( 6 )
,"9,000-10,000'",101,99,11.5,10.9,82.5,"575,513",990,19.8 ( 9 ),20.8 ( 9 )
