,,5/11/2025,5/17/2025,5/11/2025,5/17/2025,5/17/2025,5/17/2025,5/17/2025,5/11/2025,5/17/2025
,"12,000-13,000'",49,58,10,10.1,91.9,"17,253",32,NA,NA
,"13,000-14,000'",51,56,10.4,9.6,93.1,"1,041",2,NA,NA
8. Gila,"6,000-7,000'",NA,NA,0,0,0,0,"1,912",NA,NA
,"7,000-8,000'",NA,NA,0,0,0,0,"2,100",NA,NA
,"8,000-9,000'",0,,0,0,0,0,793,0.0 ( 5 ),0.0 ( 5 )
,"9,000-10,000'",0,0,0,0,0,0,109,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",0,0,0,0,0,0,10,NA,NA
9. Gunnison§,"7,000-8,000'",1,7,0,0,0,4,"1,020",NA,NA
,"8,000-9,000'",8,20,0,0,0.8,"1,407","1,710",0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",20,24,0.2,0.2,5,"12,585","1,555",2.7 ( 4 ),1.9 ( 4 )
,"10,000-11,000'",40,34,1.8,1,20.2,"65,526","1,223",3.6 ( 3 ),2.1 ( 3 )
,"11,000-12,000'",48,43,5,3.4,55.6,"117,038",642,0.1 ( 3 ),0.0 ( 3 )
,"12,000-13,000'",49,47,7.5,5.6,86,"79,121",266,NA,NA
,"13,000-14,000'",50,45,8.3,5.5,84.5,"5,279",18,NA,NA
10. Little Colorado,"6,000-7,000'",NA,NA,0,0,0,0,"9,987",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,"5,626",0.1 ( 2 ),0.1 ( 2 )
,"8,000-9,000'",0,0,0,0,0,0,600,0.2 ( 1 ),0.2 ( 1 )
,"9,000-10,000'",8,3,0,0,0,1,147,1.0 ( 2 ),0.8 ( 2 )
,"10,000-11,000'",35,7,0.5,0,2.2,36,16,NA,NA
,">11,000'",54,30,3.1,1.2,38.6,243,4,NA,NA
11. Lower Colorado Mainstream,"5,000-6,000'",NA,NA,0,0,0,0,"5,722",NA,NA
,"6,000-7,000'",0,0,0,0,0,0,"3,476",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,872,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",1,1,0,0,0.3,28,542,0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",9,8,0.1,0,5.6,215,81,0.0 ( 2 ),0.0 ( 2 )
,"10,000-11,000'",31,9,0.5,0.2,11.2,11,1,NA,NA
12. Lower Green§,"7,000-8,000'",0,53,0,0,0.3,519,"2,253",0.0 ( 1 ),0.3 ( 1 )
,"8,000-9,000'",12,34,0.1,0.1,4.3,"8,801","1,766",0.1 ( 10 ),0.1 ( 10 )
,"9,000-10,000'",32,34,1.1,0.7,19.7,"35,743",899,1.2 ( 7 ),0.6 ( 8 )
,"10,000-11,000'",47,40,4,2.8,48.6,"73,980",503,6.1 ( 5 ),5.1 ( 4 )
,"11,000-12,000'",49,47,5.7,4.1,60.6,"43,795",199,NA,NA
,">12,000'",49,48,6.8,4.7,65.7,"6,830",27,NA,NA
13. Lower Rio Grande,"8,000-9,000'",0,NA,0,0,0,0,"1,497",0.1 ( 3 ),0.0 ( 3 )
,"9,000-10,000'",9,0,0,0,0,0,248,0.1 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",38,0,0.4,0,0,0,47,0.1 ( 1 ),0.0 ( 1 )
,"11,000-12,000'",24,22,1.2,0.6,16.1,83,3,3.3 ( 1 ),0.0 ( 1 )
14. Lower Sevier,"6,000-7,000'",9,49,0,0,0,1,500,4.9 ( 1 ),0.7 ( 1 )
,"7,000-8,000'",11,93,0,0,2.4,427,252,0.0 ( 2 ),0.0 ( 2 )
,"8,000-9,000'",12,39,0.1,0.2,10.6,"1,305",113,NA,NA
,"9,000-10,000'",37,35,1.2,0.7,27,"1,204",32,3.6 ( 1 ),0.1 ( 1 )
15. Pecos,"9,000-10,000'",0,0,0,0,0,0,195,NA,NA
,"10,000-11,000'",24,4,0.1,0,0.2,31,96,1.7 ( 2 ),0.1 ( 2 )
,"11,000-12,000'",49,36,2.3,0.8,23.1,"1,610",38,NA,NA
,"12,000-13,000'",64,51,6.1,3.6,84.7,424,2,NA,NA
16. Provo-Utah Lake-Jordan§,"5,000-6,000'",0,0,0,0,0,0,678,NA,NA
,"6,000-7,000'",4,54,0,0,0.3,96,702,NA,NA
,"7,000-8,000'",11,58,0,0.1,8.3,"4,972",656,0.0 ( 5 ),0.0 ( 4 )
,"8,000-9,000'",29,34,0.8,0.7,24.4,"14,767",394,5.4 ( 9 ),4.1 ( 8 )
,"9,000-10,000'",44,34,4.3,2.6,52,"28,195",202,11.9 ( 4 ),9.4 ( 4 )
,"10,000-11,000'",41,36,7.5,5.8,75,"14,599",47,NA,NA
,"11,000-12,000'",40,35,6.9,6,74.6,402,1,NA,NA
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",NA,NA,0,0,0,0,"2,421",NA,NA
,"8,000-9,000'",2,0,0,0,0,0,"1,222",0.1 ( 2 ),0.1 ( 2 )
,"9,000-10,000'",42,0,0.2,0,0,6,844,0.6 ( 4 ),0.2 ( 4 )
,"10,000-11,000'",43,3,1,0,0.8,569,532,1.5 ( 5 ),0.1 ( 5 )
,"11,000-12,000'",37,31,2.4,1.1,32.5,"9,788",161,8.2 ( 1 ),5.9 ( 1 )
,"12,000-13,000'",55,47,5.6,3.7,88.4,"5,132",26,NA,NA
18. Rio Grande Headwaters§,"7,000-8,000'",NA,0,0,0,0,0,"2,671",NA,NA
,"8,000-9,000'",14,0,0,0,0,0,"1,418",NA,NA
,"9,000-10,000'",70,2,0.2,0,0,22,"1,262",0.1 ( 3 ),0.0 ( 3 )
,"10,000-11,000'",55,11,1.2,0.1,2.5,"6,660","1,149",0.7 ( 5 ),0.0 ( 5 )
,"11,000-12,000'",53,33,4.2,1.8,33.8,"79,631",839,3.5 ( 5 ),0.7 ( 5 )
,"12,000-13,000'",50,43,6.1,3.5,70.4,"46,152",244,NA,NA
,"13,000-14,000'",51,45,6.6,4.3,79.8,"2,778",12,NA,NA
19. Roaring Fork§,"7,000-8,000'",6,11,0,0,0.1,8,197,NA,NA
,"8,000-9,000'",7,15,0,0,1.2,225,259,0.0 ( 1 ),0.1 ( 1 )
,"9,000-10,000'",18,25,0.4,0.3,9.7,"4,782",269,0.1 ( 2 ),0.1 ( 2 )
,"10,000-11,000'",37,44,3.7,3.3,45.8,"47,207",266,8.7 ( 4 ),5.2 ( 4 )
,"11,000-12,000'",45,51,8.4,8,81.2,"108,336",254,NA,NA
,"12,000-13,000'",46,52,10.4,9.8,91.5,"56,888",109,NA,NA
,"13,000-14,000'",47,51,10.5,9.5,93.3,"3,245",6,NA,NA
20. Salt,"6,000-7,000'",NA,NA,0,0,0,0,"1,253",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,510,0.0 ( 3 ),0.0 ( 3 )
,"8,000-9,000'",0,0,0,0,0,0,400,0.1 ( 2 ),0.0 ( 1 )
,"9,000-10,000'",0,0,0,0,0,0,166,0.0 ( 2 ),0.1 ( 2 )
,">10,000'",4,0,0,0,0,0,31,NA,NA
21. San Juan,"7,000-8,000'",0,0,0,0,0,0,"3,746",NA,NA
,"8,000-9,000'",0,0,0,0,0,0,"1,064",0.1 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",21,4,0.1,0,0.5,269,581,0.0 ( 4 ),0.0 ( 4 )
,"10,000-11,000'",44,14,1.6,0.3,9.6,"6,420",438,2.8 ( 8 ),1.5 ( 8 )
,"11,000-12,000'",46,34,4.7,2.4,51.4,"51,128",399,10.0 ( 2 ),6.8 ( 2 )
,"12,000-13,000'",45,41,7,4.6,77.7,"42,111",172,NA,NA
,"13,000-14,000'",45,41,8.5,5.4,78.7,"2,072",7,NA,NA
22. San Pitch,"5,000-6,000'",NA,NA,0,0,0,0,269,NA,NA
,"6,000-7,000'",0,NA,0,0,0,0,217,NA,NA
,"7,000-8,000'",9,65,0,0,2.1,159,141,NA,NA
,"8,000-9,000'",23,32,0.3,0.3,15.1,"1,851",118,0.0 ( 4 ),0.0 ( 4 )
,"9,000-10,000'",43,35,3,1.9,46.5,"7,745",77,5.5 ( 1 ),1.2 ( 1 )
,"10,000-11,000'",46,38,6.8,4.4,83.1,"8,368",35,8.3 ( 1 ),6.1 ( 1 )
23. South Platte§,"7,000-8,000'",0,0,0,0,0,0,"1,416",NA,NA
,"8,000-9,000'",14,13,0,0,0.1,63,"1,466",0.0 ( 3 ),0.0 ( 3 )
,"9,000-10,000'",65,68,0.3,0.2,5.2,"13,508","1,435",9.0 ( 6 ),7.4 ( 6 )
,"10,000-11,000'",53,49,3.3,2.3,31.1,"84,441",686,10.7 ( 7 ),8.6 ( 7 )
,"11,000-12,000'",54,53,6.8,4.9,62.2,"114,872",439,13.3 ( 5 ),11.4 ( 5 )
,"12,000-13,000'",55,61,6.7,5.7,87.8,"47,091",156,NA,NA
,">13,000'",56,62,6.1,5.2,91.4,"5,879",21,NA,NA
24. Southwestern Utah,"6,000-7,000'",0,NA,0,0,0,0,965,0.0 ( 2 ),0.0 ( 2 )
,"7,000-8,000'",0,0,0,0,0,0,275,0.1 ( 1 ),0.1 ( 1 )
,"8,000-9,000'",1,2,0,0,0.7,14,130,0.0 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",11,17,0.2,0.1,8.4,336,60,NA,NA
,">10,000'",43,23,2.2,0.5,15.5,273,11,0.5 ( 1 ),0.0 ( 1 )
25. Toole Valley-Vernon Creek,"5,000-6,000'",NA,NA,0,0,0,0,555,NA,NA
,"6,000-7,000'",0,>300†,0,0,0.2,36,191,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",20,176,0,0.2,7.5,"1,192",107,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",43,92,0.7,1.5,35.1,"3,419",42,5.0 ( 2 ),3.7 ( 2 )
,">9,000'",67,67,3.9,4,58,"2,529",12,NA,NA
26. Upper Arkansas,"7,000-8,000'",NA,NA,0,0,0,0,"1,755",NA,NA
,"8,000-9,000'",92,0,0,0,0,0,"1,501",NA,NA
,"9,000-10,000'",47,81,0,0,0.5,"1,422","1,312",1.5 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",51,36,0.9,0.4,9.6,"11,045",586,1.4 ( 4 ),0.0 ( 4 )
,"11,000-12,000'",51,49,4.7,3.2,54.9,"74,199",433,3.5 ( 1 ),0.4 ( 1 )
,"12,000-13,000'",50,55,7.1,5.8,82.9,"76,374",248,NA,NA
,">13,000'",52,54,8.5,6.6,88.9,"14,174",40,NA,NA
27. Upper Colorado-Dirty Devil,"7,000-8,000'",0,0,0,0,0,0,"1,116",NA,NA
,"8,000-9,000'",0,20,0,0,0.2,118,785,0.0 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",12,15,0.1,0.1,2.9,"1,675",428,0.0 ( 5 ),0.0 ( 5 )
,"10,000-11,000'",34,17,1.3,0.5,12.6,"5,427",209,NA,NA
,"11,000-12,000'",62,17,3.5,0.8,19.1,"2,590",58,NA,NA
28. Upper Colorado-Dolores§,"7,000-8,000'",0,NA,0,0,0,0,"1,409",NA,NA
,"8,000-9,000'",4,6,0,0,0,36,"1,082",0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",19,13,0.2,0,2.3,"1,128",500,0.0 ( 3 ),0.0 ( 3 )
,"10,000-11,000'",39,17,2.8,0.7,13.8,"9,936",280,0.6 ( 2 ),0.1 ( 3 )
,"11,000-12,000'",45,31,8.3,3.6,54.7,"23,158",121,16.8 ( 1 ),15.4 ( 1 )
,"12,000-13,000'",43,40,8.7,6,84.3,"12,139",38,NA,NA
,"13,000-14,000'",39,41,9.5,8.2,92.8,"1,599",4,NA,NA
29. Upper Sevier,"6,000-7,000'",0,,0,0,0,0,831,NA,NA
,"7,000-8,000'",2,28,0,0,0,24,"1,307",0.0 ( 2 ),0.0 ( 2 )
,"8,000-9,000'",4,25,0,0,2.3,"1,719",928,0.0 ( 4 ),0.0 ( 4 )
,"9,000-10,000'",19,17,0.3,0.2,7.8,"5,091",521,2.2 ( 9 ),1.5 ( 9 )
,"10,000-11,000'",38,26,2,0.9,25.2,"8,106",161,0.1 ( 1 ),0.1 ( 1 )
,"11,000-12,000'",44,38,5.6,3.8,76.2,"1,873",9,NA,NA
30. Verde,"6,000-7,000'",NA,NA,0,0,0,0,"1,299",0.4 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",0,NA,0,0,0,0,496,0.1 ( 6 ),0.1 ( 6 )
,"8,000-9,000'",0,0,0,0,0,0,18,NA,NA
,"9,000-10,000'",38,11,0.2,0,1.1,3,2,NA,NA
,">10,000'",42,25,1.8,0.5,13.9,33,1,NA,NA
31. Weber-Ogden,"5,000-6,000'",10,35,0,0,0.1,5,288,NA,NA
,"6,000-7,000'",8,43,0,0,1.4,585,712,0.0 ( 3 ),0.1 ( 3 )
,"7,000-8,000'",14,46,0.1,0.3,14.5,"10,357",675,2.8 ( 7 ),2.2 ( 6 )
,"8,000-9,000'",33,35,1.1,1.2,37.4,"14,825",234,2.5 ( 5 ),2.0 ( 5 )
,"9,000-10,000'",49,40,4.8,3.1,59.5,"15,613",96,7.2 ( 2 ),3.7 ( 2 )
,">10,000'",48,45,7.8,5.2,73.2,"9,734",35,NA,NA
32. White-Yampa§,"7,000-8,000'",11,35,0,0,0.8,"2,045","3,360",0.0 ( 1 ),0.1 ( 1 )
,"8,000-9,000'",25,44,0.3,0.5,15.8,"36,975","1,446",1.7 ( 6 ),1.2 ( 6 )
,"9,000-10,000'",49,46,4.6,3.7,53,"136,669",700,6.1 ( 6 ),4.3 ( 6 )
,"10,000-11,000'",48,51,8.7,8.2,79.5,"158,604",362,26.2 ( 2 ),24.1 ( 2 )
,">11,000'",47,55,10.5,10.4,89.9,"44,083",80,NA,NA
