,,4/13/2025,4/20/2025,4/13/2025,4/20/2025,4/20/2025,4/20/2025,4/20/2025,4/13/2025,4/20/2025
Basin,Elevation Band,%4/13 Avg.,%4/20 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Alvord Lake,"6,000-7,000'",137,130,0.7,0.4,3.6,"4,986",241,NA,NA
,"7,000-8,000'",135,113,6.3,3.4,23.8,"12,584",70,NA,NA
,"8,000-9,000'",129,117,21.9,15.8,74.5,"9,416",11,NA,NA
,"9,000-10,000'",120,108,26.3,19.4,82.2,"1,594",2,NA,NA
2. Bitterroot,"5,000-6,000'",132,58,1.9,0.6,5.3,"20,586",658,16.1 ( 2 ),12.7 ( 2 )
,"6,000-7,000'",95,72,7.1,4.1,27.5,"153,495",707,20.8 ( 2 ),19.0 ( 2 )
,"7,000-8,000'",79,64,13.5,8.9,41.1,"235,486",496,21.3 ( 1 ),21.5 ( 1 )
,"8,000-9,000'",82,61,18.1,10.6,40.1,"50,374",89,NA,NA
,"9,000-10,000'",45,50,9.4,8.7,37.7,"1,029",2,NA,NA
3. Carson,"5,000-6,000'",7,11,0,0,0,22,619,NA,NA
,"6,000-7,000'",17,22,0.1,0.1,0.6,984,351,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",78,65,5.1,3,18.3,"35,064",220,15.4 ( 1 ),12.9 ( 1 )
,"8,000-9,000'",98,82,16.9,11.4,63.5,"95,338",157,19.0 ( 5 ),16.1 ( 5 )
,"9,000-10,000'",93,74,23,15.3,80.3,"38,992",48,NA,NA
,">10,000'",90,69,25.1,17.2,82.3,"9,736",11,NA,NA
4. Clearwater Basin,"3,000-4,000'",85,54,0.3,0.1,1.1,"15,249","2,294",1.4 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",83,72,2.5,1.7,11.1,"176,675","1,963",14.9 ( 2 ),10.3 ( 2 )
,"5,000-6,000'",89,88,7.9,7,34.4,"674,302","1,808",39.7 ( 5 ),37.8 ( 5 )
,"6,000-7,000'",91,84,15.3,13.1,53.6,"800,485","1,147",30.5 ( 3 ),29.4 ( 3 )
,"7,000-8,000'",95,79,21.8,16.5,61.2,"230,270",262,NA,NA
,"8,000-9,000'",95,79,23.4,17.6,65.3,"12,386",13,NA,NA
5. Clover Valley and Franklin,"5,000-6,000'",48,3,0,0,0.3,1,727,NA,NA
,"6,000-7,000'",74,50,0,0,0.1,287,"2,366",NA,NA
,"7,000-8,000'",58,65,0.4,0.2,3.9,"8,607",756,9.2 ( 1 ),5.9 ( 1 )
,"8,000-9,000'",83,82,3.9,2.9,29.2,"24,661",158,23.2 ( 1 ),19.7 ( 1 )
,"9,000-10,000'",102,110,15.3,13.5,81.2,"25,733",36,NA,NA
,"10,000-11,000'",98,101,17.7,15.5,85.5,"4,637",6,NA,NA
6. Donner und Blitzen,"6,000-7,000'",195,185,5.5,3.5,31,"26,774",143,22.2 ( 1 ),20.3 ( 1 )
,"7,000-8,000'",135,125,16.9,13,80.6,"40,663",58,54.2 ( 1 ),52.0 ( 1 )
,"8,000-9,000'",130,116,25.9,19.6,86.6,"18,786",18,NA,NA
,"9,000-10,000'",124,114,29,21.8,83.5,"2,586",2,NA,NA
7. Dry Lake Valley,"7,000-8,000'",1,1,0,0,0.3,5,226,NA,NA
,"8,000-9,000'",12,8,0.1,0,1.8,132,52,NA,NA
,"9,000-10,000'",59,42,2.3,1,12.5,447,9,NA,NA
,"10,000-11,000'",91,82,9.5,4.3,37.6,459,2,NA,NA
8. Eastern Nevada,"7,000-8,000'",28,25,0.1,0,0.8,"4,454","2,847",0.1 ( 1 ),0.1 ( 1 )
,"8,000-9,000'",42,32,0.7,0.3,5,"20,152","1,108",0.1 ( 3 ),0.0 ( 3 )
,"9,000-10,000'",68,56,2.5,1.6,18,"26,848",308,10.8 ( 2 ),8.7 ( 2 )
,"10,000-11,000'",90,87,7.5,6.2,44.5,"30,972",93,6.4 ( 2 ),5.3 ( 2 )
,">11,000'",102,97,10.3,10.3,69.5,"9,153",17,NA,NA
9. Flathead,"3,000-4,000'",53,18,0.1,0,0.2,"1,420","2,020",8.8 ( 1 ),7.5 ( 1 )
,"4,000-5,000'",105,66,1.3,0.6,5.7,"63,396","1,900",9.1 ( 3 ),7.4 ( 3 )
,"5,000-6,000'",82,66,4.6,3.3,22.6,"301,533","1,689",21.4 ( 3 ),26.2 ( 2 )
,"6,000-7,000'",69,54,8.2,6.6,36.2,"488,591","1,392",32.9 ( 5 ),33.0 ( 5 )
,"7,000-8,000'",72,56,10.6,8.3,40.1,"212,584",483,NA,NA
,"8,000-9,000'",73,58,12.3,9.1,38.1,"19,381",40,NA,NA
,"9,000-10,000'",60,52,10.8,4.6,15.7,381,2,NA,NA
10. Grande Ronde-Burnt-Powder_Imnaha,"4,000-5,000'",136,116,0.8,0.6,4.8,"92,693","3,095",1.0 ( 1 ),1.2 ( 1 )
,"5,000-6,000'",134,120,5.9,4.4,29.6,"320,717","1,376",18.5 ( 7 ),14.8 ( 7 )
,"6,000-7,000'",113,113,15.7,14.4,69.1,"373,341",485,NA,NA
,"7,000-8,000'",120,117,30.6,28.5,88.1,"415,319",274,19.1 ( 2 ),18.5 ( 2 )
,"8,000-9,000'",116,113,35.4,32.3,86.7,"136,513",79,NA,NA
,"9,000-10,000'",113,107,29.3,24.7,81.4,"3,694",3,NA,NA
11. Guano,"5,000-6,000'",53,62,0,0,0,18,"1,484",NA,0.0 ( 1 )
,"6,000-7,000'",160,148,0.4,0.2,2.3,"6,684",527,NA,NA
,"7,000-8,000'",134,112,6.8,4.9,41,"6,507",25,NA,NA
12. Harney-Malheur Lakes,"5,000-6,000'",166,84,0.8,0.1,1.2,"1,785",248,NA,NA
,"6,000-7,000'",177,107,2.4,0.8,7.1,"1,204",28,NA,NA
13. John Day,"5,000-6,000'",162,138,2.9,1.9,15.7,"121,225","1,199",15.8 ( 2 ),11.2 ( 2 )
,"6,000-7,000'",131,125,13.5,11.9,67.1,"158,245",249,NA,NA
,"7,000-8,000'",130,121,25.5,24.1,91.4,"67,747",53,NA,NA
,"8,000-9,000'",124,118,27.8,26.6,93.5,"2,463",2,NA,NA
14. Kootenai,"4,000-5,000'",62,42,0.8,0.5,3.8,"23,509",887,11.6 ( 2 ),10.6 ( 2 )
,"5,000-6,000'",57,47,3.8,3.3,18.2,"108,328",612,24.1 ( 2 ),23.5 ( 2 )
,"6,000-7,000'",52,44,7.1,7.2,29.4,"63,621",166,35.8 ( 1 ),36.5 ( 1 )
,">7,000'",71,62,13.3,13.3,45.7,"5,546",8,NA,NA
15. Lake County-Goose Lake,"5,000-6,000'",232,208,1.1,0.6,6.1,"82,524","2,688",0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",162,150,8.9,6.4,47.8,"272,159",797,NA,NA
,"7,000-8,000'",145,131,20.9,16.6,81.2,"101,911",115,43.4 ( 1 ),39.7 ( 1 )
,"8,000-9,000'",145,130,30.7,26.6,95.1,"2,469",2,NA,NA
16. Little Humboldt,"6,000-7,000'",46,44,0.1,0.1,0.8,929,326,3.3 ( 2 ),0.5 ( 2 )
,"7,000-8,000'",111,85,4.1,2.2,20.3,"9,484",82,NA,NA
,"8,000-9,000'",117,104,13,8.9,55.4,"5,199",11,27.6 ( 1 ),23.5 ( 1 )
,"9,000-10,000'",122,109,15.5,10,68.3,310,1,NA,NA
17. Lower Clark Fork,"5,000-6,000'",88,74,4.8,3.7,21.4,"217,171","1,091",47.8 ( 2 ),47.1 ( 2 )
,"6,000-7,000'",76,69,10,8.7,41.6,"161,387",350,37.4 ( 1 ),37.0 ( 1 )
,"7,000-8,000'",70,66,11.7,11.4,50.1,"14,677",24,32.2 ( 1 ),32.2 ( 1 )
,"8,000-9,000'",86,50,14.8,11,47,227,0,NA,NA
18. Lower Humboldt,"6,000-7,000'",83,37,0.1,0,0.2,113,213,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",112,86,1.7,0.9,11.1,"2,352",47,NA,NA
,"8,000-9,000'",117,91,6.5,3.2,30.3,"2,403",14,NA,NA
,"9,000-10,000'",108,66,9.9,6.2,49,160,0,NA,NA
19. Lower Pend Oreille,"5,000-6,000'",100,114,7.6,9.5,43.6,"54,556",108,27.5 ( 1 ),26.3 ( 1 )
,">6,000'",99,127,15.7,22.6,78.4,"25,391",21,NA,NA
20. Lower Snake-Asotin,"3,000-4,000'",20,0,0,0,0,0,190,0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",108,39,0.5,0.2,1.5,799,98,NA,NA
,"5,000-6,000'",139,108,7.5,5.9,45.1,"12,097",39,9.8 ( 1 ),5.6 ( 1 )
,"6,000-7,000'",122,118,24,23.4,97.8,"1,447",1,NA,NA
